0.000000000000000000e+00,3.385292763983159858e+01,6.533086901199999623e-03,-1.801877578981089911e+01,8.270233687000000389e-03,1.429591393397000032e-01,2.395860857179999900e-02
1.000000000000000000e+00,2.245362390790160134e+01,2.761291675599999908e-03,-1.123912360890649964e+01,5.071539860799999765e-03,4.345402785083000152e-01,3.296866247179999765e-02
2.000000000000000000e+00,3.566472132322680011e+01,9.699434422000000533e-04,-2.227639722315040061e+01,1.227989996800000040e-03,1.741910189098999917e-01,2.385210866309999886e-02
3.000000000000000000e+00,2.504561380085489830e+01,5.032679787300000339e-03,-2.026430879057379997e+01,8.814413046300000401e-03,9.709712819349999857e-02,2.050727660170000022e-02
4.000000000000000000e+00,2.817156382802960124e+01,6.033574168000000078e-04,-1.940753222995219929e+01,8.282439548000000143e-04,1.029167912534199925e+00,1.923757251979999958e-02
5.000000000000000000e+00,2.013477086256740023e+01,7.867129246000000367e-03,-1.878515973489280100e+01,6.906017788099999728e-03,1.699496557775000138e-01,2.196561734450000122e-02
6.000000000000000000e+00,2.796847416043869927e+01,2.749888660299999819e-03,-1.429692275328450002e+01,3.986979026400000112e-03,3.563690227385000187e-01,2.746180686740000085e-02
7.000000000000000000e+00,3.400547270359280105e+01,3.246135009899999910e-03,-3.218664738612969956e+01,5.341039236700000428e-03,2.042692738544999997e-01,2.645391519210000056e-02
8.000000000000000000e+00,3.030437907700790134e+01,5.073517808900000411e-03,-3.455604889572929750e+01,4.570702047699999604e-03,2.651724381532999941e-01,2.809092537169999987e-02
9.000000000000000000e+00,3.302019849513410321e+01,2.316712086999999937e-03,-2.415769812145580175e+01,3.658222176599999851e-03,2.548021264270999842e-01,1.964575516200000108e-02
